Mod:Item:MetaData, Localized Name
harvestcraft:spagettiandmeatballsitem, Spaghetti Bolognese
harvestcraft:tomatosoupitem, Tomatensuppe
harvestcraft:ketchupitem, Ketchup
harvestcraft:chickenparmasanitem, Hähnchen Parmesan
harvestcraft:springsaladitem, Frühlingssalat
harvestcraft:porklettucewrapitem, Schweinefleisch-Wrap mit Salat
harvestcraft:fishlettucewrapitem, Fisch-Wrap mit Salat
harvestcraft:bltitem, BLT-Sandwich
harvestcraft:leafychickensandwichitem, Hühnchensandwich mit Salat
harvestcraft:leafyfishsandwichitem, Fischsandwich mit Salat
harvestcraft:potatocakesitem, Kartoffelpuffer
harvestcraft:hashitem, Haschee
harvestcraft:braisedonionsitem, Gedünstete Zwiebeln
harvestcraft:cornonthecobitem, Maiskolben
harvestcraft:cornmealitem, Maismehl
harvestcraft:cornbreaditem, Maisbrot
harvestcraft:tortillaitem, Tortilla
harvestcraft:nachoesitem, Nachos
harvestcraft:tacoitem, Taco
harvestcraft:fishtacoitem, Fisch-Taco
harvestcraft:creamedcornitem, Sahnemais
harvestcraft:strawberrysmoothieitem, Erdbeer-Smoothie
harvestcraft:strawberrypieitem, Erdbeerkuchen
harvestcraft:strawberrysaladitem, Erdbeersalat
harvestcraft:chocolatestrawberryitem, Schokoerdbeere
harvestcraft:peanutbutteritem, Erdnussbutter
harvestcraft:trailmixitem, Studentenfutter
harvestcraft:pbandjitem, Erdnussbuttersandwich mit Marmelade
harvestcraft:peanutbuttercookiesitem, Erdnussbutterkekse
harvestcraft:vinegaritem, Essig
harvestcraft:grapejellyitem, Traubenmarmelade
harvestcraft:grapesaladitem, Traubensalat
harvestcraft:raisincookiesitem, Rosinenkekse
harvestcraft:picklesitem, Essiggurken
harvestcraft:cucumbersaladitem, Gurkensalat
harvestcraft:cucumbersoupitem, Gurkensuppe
harvestcraft:vegetarianlettucewrapitem, Vegetarischer Salat-Wrap
harvestcraft:marinatedcucumbersitem, Marinierte Gurken
harvestcraft:ricesoupitem, Reissuppe
harvestcraft:friedriceitem, Gebratener Reis
harvestcraft:mushroomrisottoitem, Pilz-Risotto
harvestcraft:curryitem, Curryreis
harvestcraft:rainbowcurryitem, Regenbogencurry
harvestcraft:refriedbeansitem, Bohnenmus
harvestcraft:bakedbeansitem, Gebackene Bohnen
harvestcraft:beansandriceitem, Bohnen und Reis
harvestcraft:chiliitem, Chili
harvestcraft:beanburritoitem, Bohnen-Burrito
harvestcraft:stuffedpepperitem, Gefüllte Paprika
harvestcraft:veggiestirfryitem, Gemüsepfanne
harvestcraft:grilledskewersitem, Grillspieß
harvestcraft:omeletitem, Omelett
harvestcraft:hotwingsitem, Hot Wings
harvestcraft:chilipoppersitem, Gefüllte Chilischoten
harvestcraft:extremechiliitem, Feuriges Chili
harvestcraft:chilichocolateitem, Chili-Schokolade
harvestcraft:lemonaideitem, Zitronensaft
harvestcraft:lemonbaritem, Zitronenriegel
harvestcraft:fishdinneritem, Fischmahlzeit
harvestcraft:lemonsmoothieitem, Zitronen-Smoothie
harvestcraft:lemonmeringueitem, Zitronen-Baiser
harvestcraft:candiedlemonitem, Kandierte Zitrone
harvestcraft:lemonchickenitem, Zitronenhühnchen
harvestcraft:blueberrysmoothieitem, Blaubeer-Smoothie
harvestcraft:blueberrypieitem, Blaubeerkuchen
harvestcraft:blueberrymuffinitem, Blaubeer-Muffin
harvestcraft:pancakesitem, Pfannkuchen
harvestcraft:blueberrypancakesitem, Blaubeerpfannkuchen
harvestcraft:cherrypieitem, Kirschkuchen
harvestcraft:chocolatecherryitem, Schokokirsche
harvestcraft:cherrysmoothieitem, Kirsch-Smoothie
harvestcraft:stuffedeggplantitem, Gefüllte Aubergine
harvestcraft:eggplantparmitem, Aubergine Parmesan
harvestcraft:raspberryicedteaitem, Himbeer-Eistee
harvestcraft:chaiteaitem, Chai-Tee
harvestcraft:espressoitem, Espresso
harvestcraft:coffeeconlecheitem, Milchkaffee
harvestcraft:mochaicecreamitem, Mokka-Eiscreme
harvestcraft:pickledbeetsitem, Eingelegte Rote Bete
harvestcraft:beetsaladitem, Rote-Bete-Salat
harvestcraft:beetsoupitem, Rote-Bete-Suppe
harvestcraft:bakedbeetsitem, Rote-Bete-Teller
harvestcraft:broccolimacitem, Käsenudeln mit Brokkoli
harvestcraft:broccolindipitem, Brokkoli mit Dip
harvestcraft:creamedbroccolisoupitem, Brokkolicremesuppe
harvestcraft:sweetpotatopieitem, Süßkartoffelkuchen
harvestcraft:candiedsweetpotatoesitem, Kandierte Süßkartoffel
harvestcraft:mashedsweetpotatoesitem, Süßkartoffelbrei
harvestcraft:steamedpeasitem, Gedünstete Erbsen
harvestcraft:splitpeasoupitem, Erbsensuppe
harvestcraft:pineapplehamitem, Hawaiischnitzel
harvestcraft:pineappleyogurtitem, Ananasjoghurt
harvestcraft:turnipsoupitem, Kohlrabisuppe
harvestcraft:roastedrootveggiemedleyitem, Geröstetes Wurzelgemüse
harvestcraft:bakedturnipsitem, Kohlrabiteller
harvestcraft:gingerbreaditem, Ingwerbrot
harvestcraft:gingersnapsitem, Ingwerkeks
harvestcraft:candiedgingeritem, Kandierter Ingwer
harvestcraft:mustarditem, Senf
harvestcraft:softpretzelandmustarditem, Brezel mit Senf
harvestcraft:spicymustardporkitem, Pikanter Senf-Schmorbraten
harvestcraft:spicygreensitem, Pikanter Salat
harvestcraft:garlicbreaditem, Knoblauchbrot
harvestcraft:garlicmashedpotatoesitem, Kartoffelbrei mit Knoblauch
harvestcraft:garlicchickenitem, Knoblauchhühnchen
harvestcraft:summerradishsaladitem, Radieschensalat
harvestcraft:summersquashwithradishitem, Kürbissalat mit Radieschen
harvestcraft:celeryandpeanutbutteritem, Sellerie mit Erdnussbutter
harvestcraft:chickencelerycasseroleitem, Hühnchen-Sellerie-Auflauf
harvestcraft:peasandceleryitem, Erbsen und Sellerie
harvestcraft:celerysoupitem, Selleriesuppe
harvestcraft:zucchinibreaditem, Zucchinibrot
harvestcraft:zucchinifriesitem, Zucchinipommes
harvestcraft:zestyzucchiniitem, Pikante Zucchini
harvestcraft:zucchinibakeitem, Zucchini-Auflauf
harvestcraft:asparagusquicheitem, Spargelquiche
harvestcraft:asparagussoupitem, Spargelsuppe
harvestcraft:walnutraisinbreaditem, Walnuss-Rosinenbrot
harvestcraft:candiedwalnutsitem, Kandierte Walnüsse
harvestcraft:brownieitem, Brownie
harvestcraft:papayasmoothieitem, Papaya-Smoothie
harvestcraft:papayayogurtitem, Papayajoghurt
harvestcraft:starfruitsmoothieitem, Sternfrucht-Smoothie
harvestcraft:starfruityogurtitem, Sternfruchtjoghurt
harvestcraft:guacamoleitem, Guacamole
harvestcraft:creamofavocadosoupitem, Avocadocremesuppe
harvestcraft:avocadoburritoitem, Avocado-Burrito
harvestcraft:poachedpearitem, Pochierte Birne
harvestcraft:fruitcrumbleitem, Streuselkuchen
harvestcraft:pearyogurtitem, Birnenjoghurt
harvestcraft:plumyogurtitem, Pflaumenjoghurt
harvestcraft:bananasplititem, Bananensplit
harvestcraft:banananutbreaditem, Bananennussbrot
harvestcraft:bananasmoothieitem, Bananen-Smoothie
harvestcraft:bananayogurtitem, Bananenjoghurt
harvestcraft:coconutmilkitem, Kokosmilch
harvestcraft:chickencurryitem, Hühnchencurry
harvestcraft:coconutshrimpitem, Kokosgarnelen
harvestcraft:coconutyogurtitem, Kokosjoghurt
harvestcraft:orangechickenitem, Orangenhähnchen
harvestcraft:orangesmoothieitem, Orangen-Smoothie
harvestcraft:orangeyogurtitem, Orangenjoghurt
harvestcraft:peachcobbleritem, Pfirsichpastete
harvestcraft:peachsmoothieitem, Pfirsich-Smoothie
harvestcraft:peachyogurtitem, Pfirsichjoghurt
harvestcraft:keylimepieitem, Limonenkuchen
harvestcraft:limesmoothieitem, Limonen-Smoothie
harvestcraft:limeyogurtitem, Limonenjoghurt
harvestcraft:mangosmoothieitem, Mango-Smoothie
harvestcraft:mangoyogurtitem, Mangojoghurt
harvestcraft:pomegranatesmoothieitem, Granatapfel-Smoothie
harvestcraft:pomegranateyogurtitem, Granatapfeljoghurt
harvestcraft:vanillayogurtitem, Vanillejoghurt
harvestcraft:cinnamonrollitem, Zimtschnecke
harvestcraft:frenchtoastitem, Arme Ritter
harvestcraft:marshmellowsitem, Marshmallows
harvestcraft:donutitem, Donut
harvestcraft:chocolatedonutitem, Schoko-Donut
harvestcraft:powdereddonutitem, Zuckerguss-Donut
harvestcraft:jellydonutitem, Berliner
harvestcraft:frosteddonutitem, Streusel-Donut
harvestcraft:cactussoupitem, Kaktussuppe
harvestcraft:wafflesitem, Waffel
harvestcraft:seedsoupitem, Saatsuppe
harvestcraft:softpretzelitem, Brezel
harvestcraft:jellybeansitem, Jelly Beans
harvestcraft:biscuititem, Biskuit
harvestcraft:creamcookieitem, Doppelkeks
harvestcraft:jaffaitem, Softkeks
harvestcraft:friedchickenitem, Brathähnchen
harvestcraft:footlongitem, Belegtes Baguette
harvestcraft:blueberryyogurtitem, Blaubeerjoghurt
harvestcraft:lemonyogurtitem, Zitronenjoghurt
harvestcraft:cherryyogurtitem, Kirschjoghurt
harvestcraft:strawberryyogurtitem, Erdbeerjoghurt
harvestcraft:grapeyogurtitem, Weintraubenjoghurt
harvestcraft:chocolateyogurtitem, Schokojoghurt
harvestcraft:blackberrycobbleritem, Brombeerpastete
harvestcraft:blackberrysmoothieitem, Brombeer-Smoothie
harvestcraft:blackberryyogurtitem, Brombeerjoghurt
harvestcraft:chocolatemilkitem, Schokomilch
harvestcraft:pumpkinyogurtitem, Kürbisjoghurt
harvestcraft:raspberrypieitem, Himbeerkuchen
harvestcraft:raspberrysmoothieitem, Himbeer-Smoothie
harvestcraft:raspberryyogurtitem, Himbeerjoghurt
harvestcraft:cinnamonsugardonutitem, Donut mit Zucker & Zimt
harvestcraft:melonyogurtitem, Melonenjoghurt
harvestcraft:kiwismoothieitem, Kiwi-Smoothie
harvestcraft:kiwiyogurtitem, Kiwijoghurt
harvestcraft:plainyogurtitem, Joghurt
harvestcraft:appleyogurtitem, Apfeljoghurt
harvestcraft:saltedsunflowerseedsitem, Gesalzene Sonnenblumenkerne
harvestcraft:sunflowerwheatrollsitem, Sonnenblumenkernbrötchen
harvestcraft:sunflowerbroccolisaladitem, Sonnenblumen-Brokkoli-Salat
harvestcraft:cranberrysauceitem, Cranberrygelee
harvestcraft:cranberrybaritem, Cranberryriegel
harvestcraft:peppermintitem, Pfefferminzbonbon
harvestcraft:blackpepperitem, Schwarzer Pfeffer
harvestcraft:groundcinnamonitem, Zimtpulver
harvestcraft:groundnutmegitem, Muskatpulver
harvestcraft:oliveoilitem, Speiseöl
harvestcraft:baklavaitem, Baklava
harvestcraft:gummybearsitem, Gummibärchen
harvestcraft:fruitpunchitem, Fruchtpunsch
harvestcraft:meatystewitem, Fleischeintopf
harvestcraft:mixedsaladitem, Gemischter Salat
harvestcraft:pinacoladaitem, Piña Colada
harvestcraft:saladdressingitem, Salatdressing
harvestcraft:shepardspieitem, Schäferkuchen
harvestcraft:eggnogitem, Eierflip
harvestcraft:custarditem, Eiercreme
harvestcraft:sushiitem, Sushi
harvestcraft:gardensoupitem, Gartensuppe
harvestcraft:applejellyitem, Apfelmarmelade
harvestcraft:applejellysandwichitem, Sandwich mit Apfelmarmelade
harvestcraft:blackberryjellyitem, Brombeermarmelade
harvestcraft:blackberryjellysandwichitem, Sandwich mit Brombeermarmelade
harvestcraft:blueberryjellyitem, Blaubeermarmelade
harvestcraft:blueberryjellysandwichitem, Sandwich mit Blaubeermarmelade
harvestcraft:cherryjellyitem, Kirschmarmelade
harvestcraft:cherryjellysandwichitem, Sandwich mit Kirschmarmelade
harvestcraft:cranberryjellyitem, Cranberrymarmelade
harvestcraft:cranberryjellysandwichitem, Sandwich mit Cranberrymarmelade
harvestcraft:kiwijellyitem, Kiwimarmelade
harvestcraft:kiwijellysandwichitem, Sandwich mit Kiwimarmelade
harvestcraft:lemonjellyitem, Zitronenmarmelade
harvestcraft:lemonjellysandwichitem, Sandwich mit Zitronenmarmelade
harvestcraft:limejellyitem, Limonenmarmelade
harvestcraft:limejellysandwichitem, Sandwich mit Limonenmarmelade
harvestcraft:mangojellyitem, Mangomarmelade
harvestcraft:mangojellysandwichitem, Sandwich mit Mangomarmelade
harvestcraft:orangejellyitem, Orangenmarmelade
harvestcraft:orangejellysandwichitem, Sandwich mit Orangenmarmelade
harvestcraft:papayajellyitem, Papayamarmelade
harvestcraft:papayajellysandwichitem, Sandwich mit Papayamarmelade
harvestcraft:peachjellyitem, Pfirsichmarmelade
harvestcraft:peachjellysandwichitem, Sandwich mit Pfirsichmarmelade
harvestcraft:pomegranatejellyitem, Granatapfelmarmelade
harvestcraft:pomegranatejellysandwichitem, Sandwich mit Granatapfelmarmelade
harvestcraft:raspberryjellyitem, Himbeermarmelade
harvestcraft:raspberryjellysandwichitem, Sandwich mit Himbeermarmelade
harvestcraft:starfruitjellyitem, Sternfruchtmarmelade
harvestcraft:starfruitjellysandwichitem, Sandwich mit Sternfruchtmarmelade
harvestcraft:strawberryjellyitem, Erdbeermarmelade
harvestcraft:strawberryjellysandwichitem, Sandwich mit Erdbeermarmelade
harvestcraft:watermelonjellyitem, Melonenmarmelade
harvestcraft:watermelonjellysandwichitem, Sandwich mit Melonenmarmelade
harvestcraft:bubblywateritem, Sprudelwasser
harvestcraft:cherrysodaitem, Kirschlimonade
harvestcraft:colasodaitem, Cola
harvestcraft:gingersodaitem, Ginger-Ale
harvestcraft:grapesodaitem, Traubenlimonade
harvestcraft:lemonlimesodaitem, Zitronenlimonade
harvestcraft:orangesodaitem, Orangenlimonade
harvestcraft:rootbeersodaitem, Rootbeer
harvestcraft:strawberrysodaitem, Erdbeerlimonade
harvestcraft:caramelicecreamitem, Karamelleis
harvestcraft:mintchocolatechipicecreamitem, Minzeis mit Schokosplittern
harvestcraft:strawberryicecreamitem, Erdbeereis
harvestcraft:vanillaicecreamitem, Vanilleeis
harvestcraft:gingerchickenitem, Ingwerhühnchen
harvestcraft:oldworldveggiesoupitem, Vegetarische Gerstensuppe
harvestcraft:spicebunitem, Rosinenbrötchen
harvestcraft:gingeredrhubarbtartitem, Ingwer-Rhabarberkuchen
harvestcraft:lambbarleysoupitem, Gerstensuppe mit Lamm
harvestcraft:honeylemonlambitem, Lammfleisch in Zitronen-Honig-Marinade
harvestcraft:pumpkinoatsconesitem, Kürbis-Haferkekse
harvestcraft:beefjerkyitem, Trockenfleisch
harvestcraft:ovenroastedcaulifloweritem, Ofenblumenkohl
harvestcraft:leekbaconsoupitem, Porreesuppe mit Speck
harvestcraft:herbbutterparsnipsitem, Pastinake in Butter
harvestcraft:scallionbakedpotatoitem, Ofenkartoffel mit Frühlingszwiebel
harvestcraft:soymilkitem, Sojamilch
harvestcraft:firmtofuitem, Fester Tofu
harvestcraft:silkentofuitem, Seidentofu
harvestcraft:bamboosteamedriceitem, Gedünsteter Bambusreis
harvestcraft:roastedchestnutitem, Röstkastanie
harvestcraft:sweetpotatosouffleitem, Süßkartoffelsoufflé
harvestcraft:cashewchickenitem, Cashewhühnchen
harvestcraft:apricotyogurtitem, Aprikosenjoghurt
harvestcraft:apricotglazedporkitem, Glasierter Aprikosen-Schweinebraten
harvestcraft:apricotjellyitem, Aprikosenmarmelade
harvestcraft:apricotjellysandwichitem, Sandwich mit Aprikosenmarmelade
harvestcraft:apricotsmoothieitem, Aprikosen-Smoothie
harvestcraft:figbaritem, Feigenriegel
harvestcraft:figjellyitem, Feigenmarmelade
harvestcraft:figjellysandwichitem, Sandwich mit Feigenmarmelade
harvestcraft:figsmoothieitem, Feigen-Smoothie
harvestcraft:figyogurtitem, Feigenjoghurt
harvestcraft:grapefruitjellyitem, Grapefruitmarmelade
harvestcraft:grapefruitjellysandwichitem, Sandwich mit Grapefruitmarmelade
harvestcraft:grapefruitsmoothieitem, Grapefruit-Smoothie
harvestcraft:grapefruityogurtitem, Grapefruitjoghurt
harvestcraft:grapefruitsodaitem, Grapefruitlimonade
harvestcraft:citrussaladitem, Zitrussalat
harvestcraft:pecanpieitem, Pekannusskuchen
harvestcraft:pralinesitem, Pralinen
harvestcraft:persimmonyogurtitem, Kakijoghurt
harvestcraft:persimmonsmoothieitem, Kaki-Smoothie
harvestcraft:persimmonjellyitem, Kakimarmelade
harvestcraft:persimmonjellysandwichitem, Sandwich mit Kakimarmelade
harvestcraft:pistachiobakedsalmonitem, Pistazien-Backfisch
harvestcraft:baconwrappeddatesitem, Datteln im Speckmantel
harvestcraft:datenutbreaditem, Dattelnussbrot
harvestcraft:maplesyruppancakesitem, Pfannkuchen mit Ahornsirup
harvestcraft:maplesyrupwafflesitem, Waffel mit Ahornsirup
harvestcraft:maplesausageitem, Würstchen mit Ahornsirup
harvestcraft:mapleoatmealitem, Haferflocken mit Ahornsirup
harvestcraft:peachesandcreamoatmealitem, Pfirsich-Sahne-Haferflocken
harvestcraft:cinnamonappleoatmealitem, Zimt-Apfel-Haferflocken
harvestcraft:maplecandiedbaconitem, Speck in Ahornsirup
harvestcraft:toastsandwichitem, Toast-Sandwich
harvestcraft:potatoandcheesepirogiitem, Piroggen mit Käse-Kartoffelfüllung
harvestcraft:zeppoleitem, Zeppole
harvestcraft:sausageinbreaditem, Würstchen in Brot
harvestcraft:chocolatecaramelfudgeitem, Schoko-Karamelltoffee
harvestcraft:lavendershortbreaditem, Lavendel-Butterkeks
harvestcraft:beefwellingtonitem, Filet Wellington
harvestcraft:epicbaconitem, Epic Bacon
harvestcraft:manjuuitem, Manjū
harvestcraft:chickengumboitem, Hähnchen-Gumbo
harvestcraft:generaltsochickenitem, General-Tso-Hühnchen
harvestcraft:californiarollitem, California Roll
harvestcraft:futomakiitem, Futo-Maki
harvestcraft:vegemiteitem, Vegemite
harvestcraft:honeycombchocolatebaritem, Honig-Schokoriegel
harvestcraft:cherrycoconutchocolatebaritem, Kirsch-Kokos-Schokoriegel
harvestcraft:fairybreaditem, Märchenbrot
harvestcraft:timtamitem, Tim Tam
harvestcraft:damperitem, Buschbrot
harvestcraft:gherkinitem, Gherkin
harvestcraft:ceasarsaladitem, Ceasar Salad
harvestcraft:chaoscookieitem, Chaoskeks
harvestcraft:chocolatebaconitem, Speck mit Schokolade
harvestcraft:lambkebabitem, Lamm-Kebab
harvestcraft:nutellaitem, Nutella
harvestcraft:snickersbaritem, Snickers
harvestcraft:steamedspinachitem, Gedünsteter Spinat
harvestcraft:vegemiteontoastitem, Vegemite auf Toast
harvestcraft:clamcookeditem, Gebratene Muschel
harvestcraft:crabcookeditem, Gebratene Krabbe
harvestcraft:crayfishcookeditem, Gebratener Flusskrebs
harvestcraft:frogcookeditem, Gebratene Froschschenkel
harvestcraft:octopuscookeditem, Gebratener Oktopus
harvestcraft:scallopcookeditem, Gebratene Kammmuschel
harvestcraft:shrimpcookeditem, Gebratene Garnele
harvestcraft:snailcookeditem, Gebratene Schnecke
harvestcraft:turtlecookeditem, Gebratene Schildkröte
harvestcraft:oystercookeditem, Gekochte Auster
harvestcraft:applecideritem, Apfelwein
harvestcraft:bangersandmashitem, Würstchen mit Kartoffelbrei
harvestcraft:batteredsausageitem, Würstchen im Teigmantel
harvestcraft:batteritem, Backteig
harvestcraft:chorizoitem, Chorizo
harvestcraft:coleslawitem, Krautsalat
harvestcraft:energydrinkitem, Energy-Drink
harvestcraft:friedonionsitem, Röstzwiebeln
harvestcraft:mincepieitem, Mince Pie
harvestcraft:onionhamburgeritem, Zwiebel-Burger
harvestcraft:pepperoniitem, Salami
harvestcraft:pickledonionsitem, Essigzwiebeln
harvestcraft:porksausageitem, Fleischwurst
harvestcraft:raspberrytrifleitem, Himbeer-Trifle
harvestcraft:pumpkinmuffinitem, Kürbis-Muffin
harvestcraft:suaderoitem, Suadero
harvestcraft:turkeyrawitem, Roher Truthahn
harvestcraft:turkeycookeditem, Gebratener Truthahn
harvestcraft:venisonrawitem, Rohes Wild
harvestcraft:venisoncookeditem, Gebratenes Wild
harvestcraft:strawberrymilkshakeitem, Erdbeer-Milchshake
harvestcraft:chocolatemilkshakeitem, Schoko-Milchshake
harvestcraft:bananamilkshakeitem, Bananen-Milchshake
harvestcraft:cornflakesitem, Cornflakes
harvestcraft:roastchickenitem, Brathähnchen
harvestcraft:roastpotatoesitem, Bratkartoffeln
harvestcraft:sundayroastitem, Sonntagsbraten
harvestcraft:bbqpulledporkitem, Barbecue-Burger
harvestcraft:lambwithmintsauceitem, Lammbraten an Minzsoße
harvestcraft:steakandchipsitem, Steak mit Pommes
harvestcraft:cherryicecreamitem, Kirscheis
harvestcraft:pistachioicecreamitem, Pistazieneis
harvestcraft:neapolitanicecreamitem, Fürst-Pückler-Eis
harvestcraft:spumoniicecreamitem, Spumoni
harvestcraft:almondbutteritem, Mandelbutter
harvestcraft:cashewbutteritem, Cashewbutter
harvestcraft:chestnutbutteritem, Kastanienbutter
harvestcraft:cornishpastyitem, Cornish Pasty
harvestcraft:cottagepieitem, Cottage Pie
harvestcraft:croissantitem, Croissant
harvestcraft:currypowderitem, Currypulver
harvestcraft:dimsumitem, Dim Sum
harvestcraft:friedpecanokraitem, Gebratene Pekanuss-Okra
harvestcraft:gooseberryjellyitem, Stachelbeermarmelade
harvestcraft:gooseberryjellysandwichitem, Sandwich mit Stachelbeermarmelade
harvestcraft:gooseberrymilkshakeitem, Stachelbeer-Milchshake
harvestcraft:gooseberrypieitem, Stachelbeerkuchen
harvestcraft:gooseberrysmoothieitem, Stachelbeer-Smoothie
harvestcraft:gooseberryyogurtitem, Stachelbeerjoghurt
harvestcraft:hushpuppiesitem, Hushpuppies
harvestcraft:kimchiitem, Kimchi
harvestcraft:mochiitem, Mochi
harvestcraft:museliitem, Müsli
harvestcraft:naanitem, Naan
harvestcraft:okrachipsitem, Okra-Chips
harvestcraft:okracreoleitem, Okra Creole
harvestcraft:pistachiobutteritem, Pistazienbutter
harvestcraft:porklomeinitem, Lo-Mein-Nudeln mit Schweinefleisch
harvestcraft:salmonpattiesitem, Lachsfrikadellen
harvestcraft:sausageitem, Fleischbällchen
harvestcraft:sausagerollitem, Blätterteig mit Fleischfüllung
harvestcraft:sesameballitem, Sesamkugel
harvestcraft:sesamesnapsitem, Sesam-Knäckebrot
harvestcraft:shrimpokrahushpuppiesitem, Garnelen-Okra-Hushpuppies
harvestcraft:soysauceitem, Sojasoße
harvestcraft:sweetpickleitem, Süß-saure Essiggurke
harvestcraft:veggiestripsitem, Gemüsestreifen
harvestcraft:vindalooitem, Vindaloo
harvestcraft:applesmoothieitem, Apfel-Smoothie
harvestcraft:coconutsmoothieitem, Kokos-Smoothie
harvestcraft:cranberrysmoothieitem, Cranberry-Smoothie
harvestcraft:cranberryyogurtitem, Cranberryjoghurt
harvestcraft:grapesmoothieitem, Trauben-Smoothie
harvestcraft:pearsmoothieitem, Birnen-Smoothie
harvestcraft:pearjellyitem, Birnenmarmelade
harvestcraft:pearjellysandwichitem, Sandwich mit Birnenmarmelade
harvestcraft:plumsmoothieitem, Pflaumen-Smoothie
harvestcraft:plumjellyitem, Pflaumenmarmelade
harvestcraft:plumjellysandwichitem, Sandwich mit Pflaumenmarmelade
harvestcraft:honeysandwichitem, Sandwich mit Honig
harvestcraft:cheeseontoastitem, Käsetoast
harvestcraft:tunapotatoitem, Thunfisch-Kartoffel
harvestcraft:chocolaterollitem, Schoko-Biskuitrolle
harvestcraft:jamrollitem, Biskuitrolle mit Marmelade
harvestcraft:coconutcreamitem, Kokossahne
harvestcraft:crackeritem, Cracker
harvestcraft:garammasalaitem, Garam masala
harvestcraft:paneeritem, Panir
harvestcraft:gravyitem, Bratensoße
harvestcraft:mangochutneyitem, Mango-Chutney
harvestcraft:marzipanitem, Marzipan
harvestcraft:paneertikkamasalaitem, Panir tikka masala
harvestcraft:peaandhamsoupitem, Erbsensuppe mit Speck
harvestcraft:potatoandleeksoupitem, Kartoffelsuppe mit Porree
harvestcraft:yorkshirepuddingitem, Yorkshire-Pudding
harvestcraft:sesameoilitem, Sesamöl
harvestcraft:noodlesitem, Nudeln
harvestcraft:chickenchowmeinitem, Bratnudeln mit Hühnchen
harvestcraft:kungpaochickenitem, Kung-Pao-Huhn
harvestcraft:hoisinsauceitem, Hoisin-Soße
harvestcraft:fivespiceitem, Fünfgewürz
harvestcraft:charsiuitem, Char siu
harvestcraft:sweetandsoursauceitem, Süß-saure Soße
harvestcraft:sweetandsourchickenitem, Hähnchen süß-sauer
harvestcraft:baconandeggsitem, Spiegelei mit Speck
harvestcraft:biscuitsandgravyitem, Biscuits & Gravy
harvestcraft:applefritteritem, Apfelbeignet
harvestcraft:sweetteaitem, Eistee
harvestcraft:creepercookieitem, Creeper-Keks
harvestcraft:honeybreaditem, Honigbrot
harvestcraft:honeybunitem, Honigbrötchen
harvestcraft:honeyglazedcarrotsitem, Honigglasierte Karotten
harvestcraft:honeyglazedhamitem, Honigglasierter Schinken
harvestcraft:honeysoyribsitem, Honig-Soja-Rippchen
harvestcraft:chocovoxelsitem, Schokostückchen Müsli
harvestcraft:cinnamontoastitem, Zimt Toast
harvestcraft:cornedbeefitem, Corned Beef
harvestcraft:cottoncandyitem, Zuckerwatte
harvestcraft:crackersitem, Crackers
harvestcraft:creeperwingsitem, Creeper Flügel
harvestcraft:dhalitem, Dal
harvestcraft:durianmilkshakeitem, Durian Milchshake
harvestcraft:durianmuffinitem, Durian Muffin
harvestcraft:hotsauceitem, Heiße Soße
harvestcraft:hummusitem, Hummus
harvestcraft:ironbrewitem, Eisenbrühe
harvestcraft:lasagnaitem, Lasagne
harvestcraft:lemondrizzlecakeitem, Zitronen Sahnetorte
harvestcraft:meatloafitem, Hackbraten
harvestcraft:mushroomlasagnaitem, Pilz Lasagne
harvestcraft:musselcookeditem, Gekochte Muschel
harvestcraft:netherwingsitem, Nether Flügel
harvestcraft:pizzasoupitem, Pizza Suppe
harvestcraft:poutineitem, Poutine
harvestcraft:salsaitem, Salsa
harvestcraft:sardinesinhotsauceitem, Sardinen in heißer Soße
harvestcraft:teriyakichickenitem, Teriyaki Hühnchen
harvestcraft:turkishdelightitem, Türkisches Entzücken
harvestcraft:greeneggsandhamitem, Grüne Eier und Schinken
harvestcraft:theatreboxitem, Theater Box
harvestcraft:cookiesandmilkitem, Kekse mit Milch
harvestcraft:crackersandcheeseitem, Crackers und Käse
harvestcraft:chickendinneritem, Hühnchen Abendessen
harvestcraft:corndogitem, Corn Dog
harvestcraft:hamandcheesesandwichitem, Käse-Schinken Sandwich
harvestcraft:tunasaladitem, Thunfisch Salat
harvestcraft:gritsitem, Grütze
harvestcraft:buttercookieitem, Butterkeks
harvestcraft:sugarcookieitem, Zuckerkeks
harvestcraft:potatochipsitem, Chips
harvestcraft:bbqpotatochipsitem, BBQ Chips
harvestcraft:sourcreamandonionpotatochipsitem, Sauerrahm und Zwiebel Chips
harvestcraft:cheddarandsourcreampotatochipsitem, Cheddar und Sauerrahm Kartoffelchips
harvestcraft:tortillachipsitem, Tortilla-Chips
harvestcraft:chipsanddipitem, Chips mit Dip
harvestcraft:cheezepuffsitem, Käsebällchen
harvestcraft:surfandturfitem, Surf 'n' Turf
harvestcraft:liverandonionsitem, Leber und Zwiebeln
harvestcraft:fortunecookieitem, Glückskeks
harvestcraft:deviledeggitem, Russische Eier
harvestcraft:mozzerellasticksitem, Mozzarella-Sticks
harvestcraft:succotashitem, Succotash
harvestcraft:friedgreentomatoesitem, Frittierte Grüne Tomaten
harvestcraft:potatoesobrienitem, O'Brien-Kartoffeln
harvestcraft:tatertotsitem, Tater Tots
harvestcraft:smoresitem, S'More
harvestcraft:steakfajitaitem, Steak Fajita
harvestcraft:ramenitem, Ramen
harvestcraft:misosoupitem, Miso-Suppe
harvestcraft:onigiriitem, Onigiri
